미국USD,1,086.70
원,996.47
하락,1,346.69
일본JPY(100엔),173.35
원,109.4400
상승,1.2346
유럽연합EUR,1.3879
원,89.4500
상승,63.39
중국CNY,1564.27
원,1326.1
상승,46514.12
